Date,StockCode,ATC,Floor,MainIndex,PSGD
2023-04-28,UNI,8.5,HNX,NULL,CHIU
2023-04-28,TGG,3.6,HOSE,NULL,CHIU
2023-04-28,DHC,40.1,HOSE,NULL,CHIU
2023-04-28,DAH,3.89,HOSE,NULL,CHIU
2023-04-28,HGM,50.0,HNX,NULL,CHIU
2023-04-28,ILB,35.0,HOSE,NULL,CHIU
2023-04-28,DL1,3.5,HNX,NULL,CHIU
2023-04-28,ICT,12.9,HOSE,NULL,CHIU
2023-04-28,SAV,15.0,HOSE,NULL,CHIU
2023-04-28,HAX,17.75,HOSE,NULL,CHIU
2023-04-28,DCL,23.5,HOSE,NULL,CHIU
2023-04-28,OPC,23.0,HOSE,NULL,CHIU
2023-04-28,KHG,5.54,HOSE,NULL,CHIU
2023-04-28,TSB,36.0,HNX,NULL,CHIU
2023-04-28,TDC,10.3,HOSE,NULL,CHIU
2023-04-28,GDT,30.9,HOSE,NULL,CHIU
2023-04-28,SHI,13.9,HOSE,NULL,CHIU
2023-04-28,SVT,12.05,HOSE,NULL,CHIU
2023-04-28,SPI,2.4,HNX,NULL,CHIU
2023-04-28,ECI,27.8,HNX,NULL,CHIU
2023-04-28,MVB,17.7,HNX,NULL,CHIU
2023-04-28,CDN,25.8,HNX,NULL,CHIU
2023-04-28,KDM,13.7,HNX,NULL,CHIU
2023-04-28,VSA,22.5,HNX,NULL,CHIU
2023-04-28,SEB,43.2,HNX,NULL,CHIU
2023-04-28,VGS,12.5,HNX,HNX30,CHIU
2023-04-28,CMS,5.5,HNX,NULL,CHIU
2023-04-28,MHL,4.4,HNX,NULL,CHIU
2023-04-28,HCC,11.0,HNX,NULL,CHIU
2023-04-28,TET,27.6,HNX,NULL,CHIU
2023-04-28,CVN,3.2,HNX,NULL,CHIU
2023-04-28,MCC,9.1,HNX,NULL,CHIU
2023-04-28,VMC,9.3,HNX,HNX30,CHIU
2023-04-28,NVB,13.5,HNX,NULL,CHIU
2023-04-28,SAF,54.3,HNX,NULL,CHIU
2023-04-28,PJC,23.4,HNX,NULL,CHIU
2023-04-28,HKT,6.9,HNX,NULL,CHIU
2023-04-28,PIC,14.2,HNX,NULL,CHIU
2023-04-28,C69,5.4,HNX,NULL,CHIU
2023-04-28,BPC,9.4,HNX,NULL,CHIU
2023-04-28,THD,39.5,HNX,NULL,CHIU
2023-04-28,TTT,69.3,HNX,NULL,CHIU
2023-04-28,STC,20.0,HNX,NULL,CHIU
2023-04-28,MDC,12.5,HNX,NULL,CHIU
2023-04-28,ACB,24.2,HOSE,HNX30,CHIU
2023-04-28,BDB,9.2,HNX,NULL,CHIU
2023-04-28,BSI,29.2,HOSE,NULL,CHIU
2023-04-28,BMC,13.2,HOSE,NULL,CHIU
2023-04-28,BMI,22.85,HOSE,NULL,CHIU
2023-04-28,ASG,23.4,HOSE,NULL,CHIU
2023-04-28,SHB,11.2,HOSE,HNX30,CHIU
2023-04-28,HTI,16.8,HOSE,NULL,CHIU
2023-04-28,KST,14.0,HNX,NULL,CHIU
2023-04-28,DGC,51.5,HOSE,NULL,CHIU
2023-04-28,SDT,2.9,HNX,NULL,CHIU
2023-04-28,TCO,7.49,HOSE,NULL,CHIU
2023-04-28,RCL,12.8,HNX,NULL,CHIU
2023-04-28,TDG,3.35,HOSE,NULL,CHIU
2023-04-28,ORS,12.45,HOSE,NULL,CHIU
2023-04-28,VCB,90.5,HOSE,VN30,CHIU
2023-04-28,GEX,13.15,HOSE,NULL,CHIU
2023-04-28,TCT,25.1,HOSE,NULL,CHIU
2023-04-28,YEG,10.2,HOSE,NULL,CHIU
2023-04-28,VPG,12.6,HOSE,NULL,CHIU
2023-04-28,DBC,14.65,HOSE,NULL,CHIU
2023-04-28,LSS,11.3,HOSE,NULL,CHIU
2023-04-28,DPM,33.6,HOSE,NULL,CHIU
2023-04-28,VTB,12.35,HOSE,NULL,CHIU
2023-04-28,PHR,41.25,HOSE,NULL,CHIU
2023-04-28,LAF,11.85,HOSE,NULL,CHIU
2023-04-28,DRC,20.9,HOSE,NULL,CHIU
2023-04-28,MDG,12.6,HOSE,NULL,CHIU
2023-04-28,PJT,9.7,HOSE,NULL,CHIU
2023-04-28,TTF,4.35,HOSE,NULL,CHIU
2023-04-28,C32,19.35,HOSE,NULL,CHIU
2023-04-28,TV2,27.4,HOSE,NULL,CHIU
2023-04-28,CIA,11.7,HNX,NULL,CHIU
2023-04-28,ST8,15.7,HOSE,NULL,CHIU
2023-04-28,APH,8.1,HOSE,NULL,CHIU
2023-04-28,DVP,49.9,HOSE,NULL,CHIU
2023-04-28,PVT,20.4,HOSE,NULL,CHIU
2023-04-28,NSC,70.4,HOSE,NULL,CHIU
2023-04-28,PDB,9.8,HNX,NULL,CHIU
2023-04-28,TXM,3.4,HNX,NULL,CHIU
2023-04-28,TV3,14.6,HNX,NULL,CHIU
2023-04-28,NLG,33.4,HOSE,NULL,CHIU
2023-04-28,PLX,37.45,HOSE,VN30,CHIU
2023-04-28,PTC,5.06,HOSE,NULL,CHIU
2023-04-28,EBS,9.5,HNX,NULL,CHIU
2023-04-28,TPH,16.2,HNX,NULL,CHIU
2023-04-28,BBS,11.0,HNX,NULL,CHIU
2023-04-28,DTD,18.1,HNX,HNX30,CHIU
2023-04-28,NRC,4.7,HNX,HNX30,CHIU
2023-04-28,PCG,5.9,HNX,NULL,CHIU
2023-04-28,HBS,5.6,HNX,NULL,CHIU
2023-04-28,INC,34.2,HNX,NULL,CHIU
2023-04-28,TDH,3.14,HOSE,NULL,CHIU
2023-04-28,HMC,9.88,HOSE,NULL,CHIU
2023-04-28,TDP,32.8,HOSE,NULL,CHIU
2023-04-28,VIP,11.55,HOSE,NULL,CHIU
2023-04-28,IDV,28.9,HNX,NULL,CHIU
2023-04-28,CLL,30.15,HOSE,NULL,CHIU
2023-04-28,LHG,25.3,HOSE,NULL,CHIU
2023-04-28,CX8,5.6,HNX,NULL,CHIU
2023-04-28,GSP,10.4,HOSE,NULL,CHIU
2023-04-28,SIC,39.6,HNX,NULL,CHIU
2023-04-28,LIX,43.0,HOSE,NULL,CHIU
2023-04-28,NO1,7.83,HOSE,NULL,CHIU
2023-04-28,MHC,3.9,HOSE,NULL,CHIU
2023-04-28,FDC,18.0,HOSE,NULL,CHIU
2023-04-28,HDB,18.8,HOSE,VN30,CHIU
2023-04-28,EVG,3.37,HOSE,NULL,CHIU
2023-04-28,IDC,38.6,HNX,NULL,CHIU
2023-04-28,PGT,2.9,HNX,NULL,CHIU
2023-04-28,PVS,25.3,HNX,HNX30,CHIU
2023-04-28,TVB,4.23,HOSE,NULL,CHIU
2023-04-28,PNC,9.9,HOSE,NULL,CHIU
2023-04-28,PVI,50.0,HNX,HNX30,CHIU
2023-04-28,NBC,11.5,HNX,HNX30,CHIU
2023-04-28,PIT,4.51,HOSE,NULL,CHIU
2023-04-28,DRL,66.0,HOSE,NULL,CHIU
2023-04-28,SPM,13.05,HOSE,NULL,CHIU
2023-04-28,OCH,7.4,HNX,NULL,CHIU
2023-04-28,TOT,14.0,HNX,NULL,CHIU
2023-04-28,CLW,31.0,HOSE,NULL,CHIU
2023-04-28,BFC,16.4,HOSE,NULL,CHIU
2023-04-28,CLC,35.15,HOSE,NULL,CHIU
2023-04-28,DTL,32.5,HOSE,NULL,CHIU
2023-04-28,SHP,28.0,HOSE,NULL,CHIU
2023-04-28,L61,4.1,HNX,NULL,CHIU
2023-04-28,PMC,66.9,HNX,NULL,CHIU
2023-04-28,HLD,35.6,HNX,NULL,CHIU
2023-04-28,VCC,13.7,HNX,NULL,CHIU
2023-04-28,PCE,24.4,HNX,NULL,CHIU
2023-04-28,LGC,60.0,HOSE,NULL,CHIU
2023-04-28,TMP,54.6,HOSE,NULL,CHIU
2023-04-28,SVD,2.91,HOSE,NULL,CHIU
2023-04-28,SVI,56.7,HOSE,NULL,CHIU
2023-04-28,TLG,54.5,HOSE,NULL,CHIU
2023-04-28,VMD,25.1,HOSE,NULL,CHIU
2023-04-28,BED,39.9,HNX,NULL,CHIU
2023-04-28,VNC,38.5,HNX,NULL,CHIU
2023-04-28,VE8,5.0,HNX,NULL,CHIU
2023-04-28,BCM,78.7,HOSE,NULL,CHIU
2023-04-28,GMH,10.3,HOSE,NULL,CHIU
2023-04-28,AAT,5.01,HOSE,NULL,CHIU
2023-04-28,VDS,10.1,HOSE,NULL,CHIU
2023-04-28,FUEMAVND,9.34,HOSE,NULL,CHIU
2023-04-28,HLC,10.8,HNX,NULL,CHIU
2023-04-28,NVT,7.55,HOSE,NULL,CHIU
2023-04-28,SAM,6.08,HOSE,NULL,CHIU
2023-04-28,TTH,2.0,HNX,NULL,CHIU
2023-04-28,DTC,5.0,HNX,NULL,CHIU
2023-04-28,ABT,32.75,HOSE,NULL,CHIU
2023-04-28,TKU,12.1,HNX,NULL,CHIU
2023-04-28,FIR,42.4,HOSE,NULL,CHIU
2023-04-28,MIM,4.2,HNX,NULL,CHIU
2023-04-28,HCD,6.49,HOSE,NULL,CHIU
2023-04-28,VC1,8.2,HNX,NULL,CHIU
2023-04-28,VHM,49.5,HOSE,VN30,CHIU
2023-04-28,FUESSVFL,15.97,HOSE,NULL,CHIU
2023-04-28,STG,55.0,HOSE,NULL,CHIU
2023-04-28,TNT,3.83,HOSE,NULL,CHIU
2023-04-28,VSH,41.5,HOSE,NULL,CHIU
2023-04-28,YBM,6.24,HOSE,NULL,CHIU
2023-04-28,DMC,43.3,HOSE,NULL,CHIU
2023-04-28,VRC,8.24,HOSE,NULL,CHIU
2023-04-28,FRT,63.8,HOSE,NULL,CHIU
2023-04-28,HHV,12.85,HOSE,NULL,CHIU
2023-04-28,DC4,7.0,HOSE,NULL,CHIU
2023-04-28,SAB,172.0,HOSE,NULL,CHIU
2023-04-28,CMX,8.39,HOSE,NULL,CHIU
2023-04-28,DPG,31.95,HOSE,NULL,CHIU
2023-04-28,TRA,90.0,HOSE,NULL,CHIU
2023-04-28,FUEMAV30,12.43,HOSE,NULL,CHIU
2023-04-28,LCG,11.75,HOSE,NULL,CHIU
2023-04-28,EVF,7.64,HOSE,NULL,CHIU
2023-04-28,CSM,13.95,HOSE,NULL,CHIU
2023-04-28,LEC,5.73,HOSE,NULL,CHIU
2023-04-28,PPS,11.0,HNX,NULL,CHIU
2023-04-28,LUT,1.7,HNX,NULL,CHIU
2023-04-28,DVM,17.9,HNX,NULL,CHIU
2023-04-28,NAP,7.4,HNX,NULL,CHIU
2023-04-28,VTV,4.5,HNX,NULL,CHIU
2023-04-28,SGC,78.6,HNX,NULL,CHIU
2023-04-28,VIG,6.2,HNX,NULL,CHIU
2023-04-28,PRE,17.0,HNX,NULL,CHIU
2023-04-28,TPP,11.4,HNX,NULL,CHIU
2023-04-28,PTS,10.0,HNX,NULL,CHIU
2023-04-28,TMX,12.0,HNX,NULL,CHIU
2023-04-28,VCM,22.0,HNX,NULL,CHIU
2023-04-28,QHD,36.7,HNX,NULL,CHIU
2023-04-28,SHN,7.5,HNX,NULL,CHIU
2023-04-28,L14,49.2,HNX,HNX30,CHIU
2023-04-28,VCS,50.4,HNX,HNX30,CHIU
2023-04-28,KKC,5.4,HNX,NULL,CHIU
2023-04-28,V12,10.7,HNX,NULL,CHIU
2023-04-28,HAD,16.0,HNX,NULL,CHIU
2023-04-28,DNM,14.1,HNX,NULL,CHIU
2023-04-28,VE4,110.0,HNX,NULL,CHIU
2023-04-28,VIT,18.3,HNX,NULL,CHIU
2023-04-28,ACL,11.65,HOSE,NULL,CHIU
2023-04-28,SED,21.9,HNX,NULL,CHIU
2023-04-28,VTL,12.2,HNX,NULL,CHIU
2023-04-28,L35,2.2,HNX,NULL,CHIU
2023-04-28,NAV,17.6,HOSE,NULL,CHIU
2023-04-28,S55,50.5,HNX,NULL,CHIU
2023-04-28,AGG,28.5,HOSE,NULL,CHIU
2023-04-28,IDI,11.35,HOSE,NULL,CHIU
2023-04-28,HAR,3.86,HOSE,NULL,CHIU
2023-04-28,OCB,15.65,HOSE,NULL,CHIU
2023-04-28,FUEVN100,13.35,HOSE,NULL,CHIU
2023-04-28,VBC,19.0,HNX,NULL,CHIU
2023-04-28,ITQ,2.3,HNX,NULL,CHIU
2023-04-28,PMB,10.0,HNX,NULL,CHIU
2023-04-28,E1VFVN30,18.2,HOSE,NULL,CHIU
2023-04-28,VCF,205.0,HOSE,NULL,CHIU
2023-04-28,HHP,12.0,HOSE,NULL,CHIU
2023-04-28,HID,2.89,HOSE,NULL,CHIU
2023-04-28,HVH,6.14,HOSE,NULL,CHIU
2023-04-28,MIG,17.35,HOSE,NULL,CHIU
2023-04-28,NKG,14.55,HOSE,NULL,CHIU
2023-04-28,MWG,39.2,HOSE,VN30,CHIU
2023-04-28,FUEIP100,7.35,HOSE,NULL,CHIU
2023-04-28,DSN,58.8,HOSE,NULL,CHIU
2023-04-28,DTA,5.0,HOSE,NULL,CHIU
2023-04-28,LDG,4.15,HOSE,NULL,CHIU
2023-04-28,PGD,36.2,HOSE,NULL,CHIU
2023-04-28,NCT,85.0,HOSE,NULL,CHIU
2023-04-28,KTS,24.8,HNX,NULL,CHIU
2023-04-28,PNJ,77.0,HOSE,VN30,CHIU
2023-04-28,TTC,10.1,HNX,NULL,CHIU
2023-04-28,NAF,12.35,HOSE,NULL,CHIU
2023-04-28,DXS,6.54,HOSE,NULL,CHIU
2023-04-28,BHN,43.1,HOSE,NULL,CHIU
2023-04-28,TLD,3.14,HOSE,NULL,CHIU
2023-04-28,VPS,9.02,HOSE,NULL,CHIU
2023-04-28,BVH,44.9,HOSE,VN30,CHIU
2023-04-28,SJS,41.5,HOSE,NULL,CHIU
2023-04-28,KPF,9.09,HOSE,NULL,CHIU
2023-04-28,ACC,13.95,HOSE,NULL,CHIU
2023-04-28,CDC,18.85,HOSE,NULL,CHIU
2023-04-28,FUEDCMID,8.5,HOSE,NULL,CHIU
2023-04-28,BNA,10.3,HNX,NULL,CHIU
2023-04-28,DS3,5.7,HNX,NULL,CHIU
2023-04-28,VDP,37.2,HOSE,NULL,CHIU
2023-04-28,SGN,74.0,HOSE,NULL,CHIU
2023-04-28,SC5,21.4,HOSE,NULL,CHIU
2023-04-28,MSH,33.7,HOSE,NULL,CHIU
2023-04-28,CVT,39.0,HOSE,NULL,CHIU
2023-04-28,TFC,6.0,HNX,NULL,CHIU
2023-04-28,DPC,11.4,HNX,NULL,CHIU
2023-04-28,GAB,196.4,HOSE,NULL,CHIU
2023-04-28,GAS,92.8,HOSE,VN30,CHIU
2023-04-28,PTB,43.8,HOSE,NULL,CHIU
2023-04-28,HDC,34.95,HOSE,NULL,CHIU
2023-04-28,VPB,19.9,HOSE,VN30,CHIU
2023-04-28,HUB,15.3,HOSE,NULL,CHIU
2023-04-28,BKG,3.69,HOSE,NULL,CHIU
2023-04-28,AMD,1.11,HOSE,NULL,CHIU
2023-04-28,PSC,12.1,HNX,NULL,CHIU
2023-04-28,MKV,11.3,HNX,NULL,CHIU
2023-04-28,SFN,16.3,HNX,NULL,CHIU
2023-04-28,FMC,42.0,HOSE,NULL,CHIU
2023-04-28,COM,32.2,HOSE,NULL,CHIU
2023-04-28,CAP,91.5,HNX,HNX30,CHIU
2023-04-28,NHT,14.3,HOSE,NULL,CHIU
2023-04-28,DHG,105.8,HOSE,NULL,CHIU
2023-04-28,MCF,8.1,HNX,NULL,CHIU
